대분류,중분류,소분류,Section,테스트 항목,기대결과,FireTV,ROKU,AndroidTV,AppleTV
Sign Up Page,Functional Area,Next Button,Sign Up Page>Functional Area>Next Button,Next Button 기능 확인,Terms of Use Page 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Cancel Button,Sign Up Page>Functional Area>Cancel Button,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Cancel Button,Sign Up Page>Functional Area>Cancel Button,Cancel Button stringset 확인,"""Cancel"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Cancel Button,Sign Up Page>Functional Area>Cancel Button,Cancel Button focus 시 UI 확인,Cancel Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Cancel Button,Sign Up Page>Functional Area>Cancel Button,Cancel Button 기능 확인,Get Started Page 이동된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Name Limit Error message text,Sign Up Page>Functional Area>Name Limit Error message text,Name Limit Error message text 확인,Name Limit Error message text 출력된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Name Limit Error message text,Sign Up Page>Functional Area>Name Limit Error message text,Name Limit Error message text stringset 확인,"""Your name must be at 20 characters maximum."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Email Invalid Error message text,Sign Up Page>Functional Area>Email Invalid Error message text,Email Invalid Error message text 확인,Email Invalid Error message text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Email Invalid Error message text,Sign Up Page>Functional Area>Email Invalid Error message text,Email Invalid Error message text stringset 확인,"""The email address you entered is invalid."" text 출력된다.",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Email Already Registered message text,Sign Up Page>Functional Area>Email Already Registered message text,Email Already Registered message text 확인,Email Already Registered message text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Email Already Registered message text,Sign Up Page>Functional Area>Email Already Registered message text,Email Already Registered message text stringset 확인,"""Your email address is already registered. "" text 출력된다.",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Password Limit Error message text,Sign Up Page>Functional Area>Password Limit Error message text,Password 6자 미만 입력 시 동작 확인,Password Limit Error message text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Password Limit Error message text,Sign Up Page>Functional Area>Password Limit Error message text,Password 21자 이상 입력 시 동작 확인,Password Limit Error message text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Password Limit Error message text,Sign Up Page>Functional Area>Password Limit Error message text,Password Limit Error message text 확인,Password Limit Error message text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Functional Area,Password Limit Error message text,Sign Up Page>Functional Area>Password Limit Error message text,Password Limit Error message text stringset 확인,"""Your password must contain 6-20 characters."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Validation,,Sign Up Page>Validation,Social 계정 정보 입력 시 Next Button 기능 확인,SNS LINK POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Validation,,Sign Up Page>Validation,Multi-Profile Main Page 진입 동작 확인,Multi-Profile Main Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Data Save,,Sign Up Page>Data Save,Page 재진입 시 Account Data 저장 여부 확인,이전 입력한 Account Data 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Data Save,,Sign Up Page>Data Save,Page 재진입 시 Password Data 저장 여부 확인,Passwod input box 공란으로 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Division Line 확인,회색 구분선 형태의 Division line 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,title text 확인,"""OR"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Division Line 확인,회색 구분선 형태의 Division line 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,title text 확인,"""OR"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Division Line 확인,회색 구분선 형태의 Division line 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,title text 확인,"""OR"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Apple Social Sign Up Button 확인,Apple Social Sign Up Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Apple icon 확인,Apple icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Apple Social Sign Up Button stringset 확인,"""Sign up with Apple"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Apple Social Sign Up Button focus 시 UI 확인,Apple Social Sign Up Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Apple Social Sign Up Button 기능 확인,Apple Social Sign Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Apple Social Sign Up 동작 확인,Sign In 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,title text 확인,"""Let's create your account"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Shield icon 확인,Shield icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Division Line 확인,회색 구분선 형태의 Division line 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,sub text 확인,"""Share your name, address and email address with {Build Version"" to start streaming."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Build Version 확인,Build Version 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Continue Button 확인,Continue Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Continue Button stringset 확인,"""Continue"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Continue Button focus 시 UI 확인,Continue Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Continue Button 기능 확인,ROKU Social Sign Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Cancel Button stringset 확인,"""Cancel"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Cancel Button focus 시 UI 확인,Cancel Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Cancel Button 기능 확인,ROKU Sign Up POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Privacy policy Button 확인,Privacy policy Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Privacy policy Button stringset 확인,"""Privacy policy"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Privacy policy Button focus 시 UI 확인,Privacy policy Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,Privacy policy Button 기능 확인,Privacy policy POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,,Sign Up Page>ROKU Sign Up POP UP,리모컨 취소 Button 입력 시 동작 확인,Notice POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,title text 확인,"""Privacy policy"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,Shield icon 확인,Shield icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,Division Line 확인,회색 구분선 형태의 Division line 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,Roku Privacy policy 확인,"""Roku Privacy policy' text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,Roku Privacy policy link 확인,"""go.roku.com/privacypolicy"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,KOCOWA Privacy policy 확인,"""{KOCOWA build} Privacy policy' text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,KOCOWA Privacy policy link 확인,"""help.kocowa.com"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,Back Button 확인,Back Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,Back Button stringset 확인,"""Back"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,Back Button focus 시 UI 확인,Back Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,ROKU Sign Up POP UP,Privacy Policy POP UP,Sign Up Page>ROKU Sign Up POP UP>Privacy Policy POP UP,Back Button 기능 확인,ROKU Sign Up POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,ROKU Social Sign Up Button 기능 확인,Sign Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,ROKU Social Sign Up 동작 확인,Sign Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Google Social Sign Up 동작 확인,Sign Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Apple Social Sign Up 동작 확인,Sign Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Sign Up Page,Social Sign Up,,Sign Up Page>Social Sign Up,Facebook Social Sign Up 동작 확인,Sign Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,,,Terms of Use Page,Default Setting 확인,Text Paragraph indicator icon 에 Focus 잡혀 있다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Top Area,,Terms of Use Page>Top Area,리모컨 위 방향키 입력 시 동작 확인,상단으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Top Area,,Terms of Use Page>Top Area,리모컨 아래 방향키 입력 시 동작 확인,하단으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Top Area,,Terms of Use Page>Top Area,리모컨 좌측 방향키 입력 시 동작 확인,좌측으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Top Area,,Terms of Use Page>Top Area,리모컨 우측 방향키 입력 시 동작 확인,우측으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Top Area,,Terms of Use Page>Top Area,KOCOWA Logo 확인,KOCOWA Logo 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Top Area,,Terms of Use Page>Top Area,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Top Area,,Terms of Use Page>Top Area,title text stringset 확인,"""Terms of Use"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Content Area,,Terms of Use Page>Content Area,text Paragraph 확인,text Paragraph 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Content Area,,Terms of Use Page>Content Area,Page indicator 확인,dot 형태의 Page indicator 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Content Area,,Terms of Use Page>Content Area,Page indicator UI 확인,현재 영역 Page indicator 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Content Area,,Terms of Use Page>Content Area,리모컨 취소 Button 입력 시 동작 확인,이전 화면으로 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Content Area,,Terms of Use Page>Content Area,Scroll Up 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Content Area,,Terms of Use Page>Content Area,Scroll Down 동작 확인,Scroll Down 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Content Area,,Terms of Use Page>Content Area,Scroll Down 동작 가능 여부 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Content Area,,Terms of Use Page>Content Area,Scroll Up 동작 확인,Scroll Up 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Functional Area,Back Button,Terms of Use Page>Functional Area>Back Button,Back Button 확인,Back Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Functional Area,Back Button,Terms of Use Page>Functional Area>Back Button,Back Button stringset 확인,"""Back"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Functional Area,Back Button,Terms of Use Page>Functional Area>Back Button,Back Button focus 시 UI 확인,Back Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Functional Area,Back Button,Terms of Use Page>Functional Area>Back Button,Back Button 기능 확인,이전 화면으로 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Functional Area,Accept Button,Terms of Use Page>Functional Area>Accept Button,Accept Button 확인,Accept Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Functional Area,Accept Button,Terms of Use Page>Functional Area>Accept Button,Accept Button stringset 확인,"""Accept"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Functional Area,Accept Button,Terms of Use Page>Functional Area>Accept Button,Accept Button focus 시 UI 확인,Accept Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Terms of Use Page,Functional Area,Accept Button,Terms of Use Page>Functional Area>Accept Button,Accept Button 기능 확인,Privacy Policy Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Privacy Policy Page,,,Privacy Policy Page,Default Setting 확인,Text Paragraph indicator icon 에 Focus 잡혀 있다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Privacy Policy Page,Top Area,,Privacy Policy Page>Top Area,리모컨 위 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Privacy Policy Page,Top Area,,Privacy Policy Page>Top Area,리모컨 아래 방향키 입력 시 동작 확인,하단으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Privacy Policy Page,Top Area,,Privacy Policy Page>Top Area,리모컨 좌측 방향키 입력 시 동작 확인,좌측 Content 변경된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Privacy Policy Page,Top Area,,Privacy Policy Page>Top Area,리모컨 우측 방향키 입력 시 동작 확인,우측 Content 변경된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Privacy Policy Page,Top Area,,Privacy Policy Page>Top Area,KOCOWA Logo 확인,KOCOWA Logo 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Privacy Policy Page,Top Area,,Privacy Policy Page>Top Area,title text 확인,title text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Privacy Policy Page,Top Area,,Privacy Policy Page>Top Area,title text stringset 확인,"""Privacy Policy"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Privacy Policy Page,Top Area,Scrollable Mask,Privacy Policy Page>Top Area>Scrollable Mask,Scrollable Mask 확인,Scrollable Mask 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
